,artist,change,lastPos,peakPos,rank,spotifyID,spotifyLink,title,videoLink,weeks,date
99,Granger Smith,New,0,100,100,0SzRkUx56ZhGn4k0g8X1Bw,https://embed.spotify.com/?uri=spotify:track:0SzRkUx56ZhGn4k0g8X1Bw,If The Boot Fits,http://cache.vevo.com/assets/html/embed.html?video=QM38Z1691005&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2017-01-28
100,Adele,0,1,1,1,1MDoll6jK4rrk2BcFRP5i7,https://embed.spotify.com/?uri=spotify:track:1MDoll6jK4rrk2BcFRP5i7,Hello,,8,2016-01-02
101,Justin Bieber,0,2,1,2,2GpHJb7xGNBaIDTrBxjIu6,https://embed.spotify.com/?uri=spotify:track:2GpHJb7xGNBaIDTrBxjIu6,Sorry,,8,2016-01-02
102,Drake,0,3,2,3,1UfBAJfmofTffrae5ls6DA,https://embed.spotify.com/?uri=spotify:track:1UfBAJfmofTffrae5ls6DA,Hotline Bling,http://cache.vevo.com/assets/html/embed.html?video=USCMV1500030&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,20,2016-01-02
103,Justin Bieber,+1,5,1,4,3hB5DgAiMAQ4DzYbsMq1IT,https://embed.spotify.com/?uri=spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,,5,2016-01-02
104,Justin Bieber,-1,4,1,5,1ds2QsfhAAfRiaFMGDzrdb,https://embed.spotify.com/?uri=spotify:track:1ds2QsfhAAfRiaFMGDzrdb,What Do You Mean?,http://cache.vevo.com/assets/html/embed.html?video=USUV71502092&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,16,2016-01-02
105,Selena Gomez,+3,9,5,6,7jv4Mb21bdd9SDVOm9Fm9l,https://embed.spotify.com/?uri=spotify:track:7jv4Mb21bdd9SDVOm9Fm9l,Same Old Love,http://cache.vevo.com/assets/html/embed.html?video=USUV71502174&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,14,2016-01-02
106,The Weeknd,-1,6,1,7,0ysmhSqZrkiRkRH4mH8rDn,https://embed.spotify.com/?uri=spotify:track:0ysmhSqZrkiRkRH4mH8rDn,The Hills,http://cache.vevo.com/assets/html/embed.html?video=GBC781500280&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,30,2016-01-02
107,Alessia Cara,0,8,5,8,0yKXxMgfRpYzVeIbPZss5B,https://embed.spotify.com/?uri=spotify:track:0yKXxMgfRpYzVeIbPZss5B,Here,http://cache.vevo.com/assets/html/embed.html?video=USUV71501047&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,20,2016-01-02
108,Shawn Mendes,-2,7,4,9,3zkWCteF82vJwv0hRLba76,https://embed.spotify.com/?uri=spotify:track:3zkWCteF82vJwv0hRLba76,Stitches,http://cache.vevo.com/assets/html/embed.html?video=USUV71500300&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,30,2016-01-02
109,Meghan Trainor Featuring John Legend,0,10,8,10,2YlZnw2ikdb837oKMKjBkW,https://embed.spotify.com/?uri=spotify:track:2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You,http://cache.vevo.com/assets/html/embed.html?video=USSM21500811&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,24,2016-01-02
110,Fetty Wap Featuring Remy Boyz,0,11,4,11,5NQbUaeTEOGdD6hHcre0dZ,https://embed.spotify.com/?uri=spotify:track:5NQbUaeTEOGdD6hHcre0dZ,679,,25,2016-01-02
111,The Weeknd,+7,19,12,12,7fPHfBCyKE3aVCBjE4DAvl,https://embed.spotify.com/?uri=spotify:track:7fPHfBCyKE3aVCBjE4DAvl,In The Night,http://cache.vevo.com/assets/html/embed.html?video=USUMV1500396&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-01-02
112,Drake & Future,+1,14,12,13,,,Jumpman,,13,2016-01-02
113,Ellie Goulding,-1,13,13,14,0kN5Ohxu97lwdDmP5n7FZE,https://embed.spotify.com/?uri=spotify:track:0kN5Ohxu97lwdDmP5n7FZE,On My Mind,http://cache.vevo.com/assets/html/embed.html?video=GBUV71501232&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-01-02
114,The Weeknd,0,15,1,15,3X38ErFiKgzUxinBlhwuWm,https://embed.spotify.com/?uri=spotify:track:3X38ErFiKgzUxinBlhwuWm,Can't Feel My Face,http://cache.vevo.com/assets/html/embed.html?video=USUMV1500354&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,28,2016-01-02
115,Travi$ Scott,0,16,16,16,0KaA33vmmUEY77YD6L3KFi,https://embed.spotify.com/?uri=spotify:track:0KaA33vmmUEY77YD6L3KFi,Antidote,http://cache.vevo.com/assets/html/embed.html?video=USSM21501546&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,15,2016-01-02
116,Elle King,-5,12,10,17,70eDxAyAraNTiD6lx2ZEnH,https://embed.spotify.com/?uri=spotify:track:70eDxAyAraNTiD6lx2ZEnH,Ex's & Oh's,http://cache.vevo.com/assets/html/embed.html?video=USRV81400536&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,24,2016-01-02
117,Mariah Carey,+4,22,11,18,7nQrUXVzVeYb0hAuabfmaP,https://embed.spotify.com/?uri=spotify:track:7nQrUXVzVeYb0hAuabfmaP,All I Want For Christmas Is You,http://cache.vevo.com/assets/html/embed.html?video=USSM20100540&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-01-02
118,twenty one pilots,+9,28,2,19,3CRDbSIZ4r5MsZ0YwxuEkn,https://embed.spotify.com/?uri=spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,http://cache.vevo.com/assets/html/embed.html?video=USATV1500238&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-01-02
119,Bryson Tiller,0,20,13,20,7lxWzjZCSkXndL8eYKfFWU,https://embed.spotify.com/?uri=spotify:track:7lxWzjZCSkXndL8eYKfFWU,Don't,http://cache.vevo.com/assets/html/embed.html?video=USRV81500468&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,12,2016-01-02
120,Thomas Rhett,+4,25,21,21,5ypi3yWrqZg5XDyYcscrc3,https://embed.spotify.com/?uri=spotify:track:5ypi3yWrqZg5XDyYcscrc3,Die A Happy Man,http://cache.vevo.com/assets/html/embed.html?video=USLXJ1507313&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-01-02
121,Post Malone,+1,23,14,22,3G2grVPTDrTQskKKsoEnRA,https://embed.spotify.com/?uri=spotify:track:3G2grVPTDrTQskKKsoEnRA,White Iverson,,15,2016-01-02
122,Taylor Swift,-5,18,5,23,,,Wildest Dreams,http://cache.vevo.com/assets/html/embed.html?video=USCJY1531576&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,17,2016-01-02
123,Jordan Smith,Hot Shot Debut,0,24,24,0Mfbc7b4veAMEiWOffph5q,https://embed.spotify.com/?uri=spotify:track:0Mfbc7b4veAMEiWOffph5q,Mary Did You Know,,1,2016-01-02
124,Major Lazer & DJ Snake Featuring M0,-8,17,4,25,4KcVVhAaHxqtX2ANt4b3tc,https://embed.spotify.com/?uri=spotify:track:4KcVVhAaHxqtX2ANt4b3tc,Lean On,,37,2016-01-02
125,The Chainsmokers Featuring ROZES,+3,29,6,26,3FWPoYBDserKdzcattMFGa,https://embed.spotify.com/?uri=spotify:track:3FWPoYBDserKdzcattMFGa,Roses,http://cache.vevo.com/assets/html/embed.html?video=USQX91501023&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,9,2016-01-02
126,Silento,-1,26,3,27,5RIVoVdkDLEygELLCniZFr,https://embed.spotify.com/?uri=spotify:track:5RIVoVdkDLEygELLCniZFr,Watch Me,,43,2016-01-02
127,Tory Lanez,+2,30,23,28,05ljqOaMvnkiWyJWAfjayF,https://embed.spotify.com/?uri=spotify:track:05ljqOaMvnkiWyJWAfjayF,Say It,http://cache.vevo.com/assets/html/embed.html?video=USUV71502001&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,9,2016-01-02
128,Cam,+18,47,29,29,1EPmjXdSdJgP08mrrmnw7h,https://embed.spotify.com/?uri=spotify:track:1EPmjXdSdJgP08mrrmnw7h,Burning House,http://cache.vevo.com/assets/html/embed.html?video=USAV61500103&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,23,2016-01-02
129,Demi Lovato,+1,31,21,30,1ZBdIk5vyZ1bTpZfCiouU5,https://embed.spotify.com/?uri=spotify:track:1ZBdIk5vyZ1bTpZfCiouU5,Confident,http://cache.vevo.com/assets/html/embed.html?video=USH5V1522544&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-01-02
130,Fetty Wap,-4,27,2,31,3twQx3psUMJKj4wna5d1zU,https://embed.spotify.com/?uri=spotify:track:3twQx3psUMJKj4wna5d1zU,Trap Queen,http://cache.vevo.com/assets/html/embed.html?video=QMCE31590195&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,48,2016-01-02
131,One Direction,0,32,10,32,3DnzEB8Ffnp5sjnCbOugUX,https://embed.spotify.com/?uri=spotify:track:3DnzEB8Ffnp5sjnCbOugUX,Perfect,,9,2016-01-02
132,Ariana Grande,-9,24,7,33,3IyeQMpMEqNcEvFQGJ2eps,https://embed.spotify.com/?uri=spotify:track:3IyeQMpMEqNcEvFQGJ2eps,Focus,http://cache.vevo.com/assets/html/embed.html?video=USUV71503192&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,7,2016-01-02
133,Sam Hunt,0,34,29,34,2XxjRGbbwxCeSsSPZrbyoL,https://embed.spotify.com/?uri=spotify:track:2XxjRGbbwxCeSsSPZrbyoL,Break Up In A Small Town,http://cache.vevo.com/assets/html/embed.html?video=USUV71501739&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-01-02
134,Future Featuring Drake,0,35,28,35,5nN8BwAQDJDguq7Dpd3JQQ,https://embed.spotify.com/?uri=spotify:track:5nN8BwAQDJDguq7Dpd3JQQ,Where Ya At,http://cache.vevo.com/assets/html/embed.html?video=USSM21501441&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,22,2016-01-02
135,J. Cole,+1,37,36,36,62vpWI1CHwFy7tMIcSStl8,https://embed.spotify.com/?uri=spotify:track:62vpWI1CHwFy7tMIcSStl8,No Role Modelz,,18,2016-01-02
136,R. City Featuring Adam Levine,-4,33,6,37,0sQLhT32E9ZG2zn5iYR6nN,https://embed.spotify.com/?uri=spotify:track:0sQLhT32E9ZG2zn5iYR6nN,Locked Away,http://cache.vevo.com/assets/html/embed.html?video=USRV81500667&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,22,2016-01-02
137,Brenda Lee,+6,44,14,38,28fuXrmmF9dYWx25dMW9dP,https://embed.spotify.com/?uri=spotify:track:28fuXrmmF9dYWx25dMW9dP,Rockin' Around The Christmas Tree,,14,2016-01-02
138,Skrillex & Diplo With Justin Bieber,-1,38,8,39,66hayvUbTotekKU3H4ta1f,https://embed.spotify.com/?uri=spotify:track:66hayvUbTotekKU3H4ta1f,Where Are U Now,,42,2016-01-02
139,G-Eazy x Bebe Rexha,-4,36,7,40,0KMYgSe9JWHloFeEVBU6qq,https://embed.spotify.com/?uri=spotify:track:0KMYgSe9JWHloFeEVBU6qq,"Me, Myself & I",http://cache.vevo.com/assets/html/embed.html?video=USRV81500978&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,7,2016-01-02
140,Daya,+7,48,23,41,6xDvaUKHffDiy56v6UmrmI,https://embed.spotify.com/?uri=spotify:track:6xDvaUKHffDiy56v6UmrmI,Hide Away,http://cache.vevo.com/assets/html/embed.html?video=QM3EH1500009&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-01-02
141,Wiz Khalifa Featuring Charlie Puth,-1,41,1,42,7wqSzGeodspE3V6RBD5W8L,https://embed.spotify.com/?uri=spotify:track:7wqSzGeodspE3V6RBD5W8L,See You Again,,41,2016-01-02
142,Selena Gomez Featuring A$AP Rocky,-3,40,5,43,2LcB304HDrCx8WVDEQn7CK,https://embed.spotify.com/?uri=spotify:track:2LcB304HDrCx8WVDEQn7CK,Good For You,http://cache.vevo.com/assets/html/embed.html?video=USUV71501512&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,26,2016-01-02
143,Coldplay,-5,39,13,44,4MFCXniy7I8tj0GXtf3wgC,https://embed.spotify.com/?uri=spotify:track:4MFCXniy7I8tj0GXtf3wgC,Adventure Of A Lifetime,http://cache.vevo.com/assets/html/embed.html?video=GB0401500496&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-01-02
144,Fetty Wap,-3,42,33,45,4DHmHECcCKVLRcGNrbRi7P,https://embed.spotify.com/?uri=spotify:track:4DHmHECcCKVLRcGNrbRi7P,Again,,19,2016-01-02
145,Shawn Mendes & Camila Cabello,+6,52,20,46,,,I Know What You Did Last Summer,,5,2016-01-02
146,DNCE,+16,63,9,47,7L5jgZtAyfiU7elB8DIqCx,https://embed.spotify.com/?uri=spotify:track:7L5jgZtAyfiU7elB8DIqCx,Cake By The Ocean,http://cache.vevo.com/assets/html/embed.html?video=USUV71502665&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,9,2016-01-02
147,Bryson Tiller,+5,53,26,48,43PuMrRfbyyuz4QpZ3oAwN,https://embed.spotify.com/?uri=spotify:track:43PuMrRfbyyuz4QpZ3oAwN,Exchange,http://cache.vevo.com/assets/html/embed.html?video=USRV81501008&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-01-02
148,OMI,-6,43,1,49,5ByIHT8s38diBQf6dkEWbt,https://embed.spotify.com/?uri=spotify:track:5ByIHT8s38diBQf6dkEWbt,Cheerleader,http://cache.vevo.com/assets/html/embed.html?video=USUS11221369&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,35,2016-01-02
149,One Direction,-4,46,3,50,70OTIpw8x8UXUsuCHW9i1i,https://embed.spotify.com/?uri=spotify:track:70OTIpw8x8UXUsuCHW9i1i,Drag Me Down,http://cache.vevo.com/assets/html/embed.html?video=GB1101500831&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,20,2016-01-02
150,Flo Rida,+4,55,4,51,6Knv6wdA0luoMUuuoYi2i1,https://embed.spotify.com/?uri=spotify:track:6Knv6wdA0luoMUuuoYi2i1,My House,http://cache.vevo.com/assets/html/embed.html?video=USATV1501098&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-01-02
151,iLoveMemphis,-7,45,15,52,4OjuzM3rTWp3q60mEldNSF,https://embed.spotify.com/?uri=spotify:track:4OjuzM3rTWp3q60mEldNSF,Hit The Quan,http://cache.vevo.com/assets/html/embed.html?video=QM33K1590006&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,18,2016-01-02
152,DeJ Loaf Featuring Big Sean,-4,49,47,53,0sr5LOMv4x0jmTYfe6oOvP,https://embed.spotify.com/?uri=spotify:track:0sr5LOMv4x0jmTYfe6oOvP,Back Up,http://cache.vevo.com/assets/html/embed.html?video=USSM21501445&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-01-02
153,Missy Elliott Featuring Pharrell Williams,+3,57,22,54,7IAa7vUJ11STN7le8XaxsH,https://embed.spotify.com/?uri=spotify:track:7IAa7vUJ11STN7le8XaxsH,WTF (Where They From),,6,2016-01-02
154,Adele,+23,78,14,55,1ZSShfTy3KnAh491YeN2uC,https://embed.spotify.com/?uri=spotify:track:1ZSShfTy3KnAh491YeN2uC,When We Were Young,,4,2016-01-02
155,Emily Ann Roberts,New,0,56,56,4hgrcrkcaHtsdKU35RZyn6,https://embed.spotify.com/?uri=spotify:track:4hgrcrkcaHtsdKU35RZyn6,Burning House,,1,2016-01-02
156,Yo Gotti,+11,68,31,57,2MqGvys5HMS5loK1p4Augh,https://embed.spotify.com/?uri=spotify:track:2MqGvys5HMS5loK1p4Augh,Down In The DM,http://cache.vevo.com/assets/html/embed.html?video=USSM21600242&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-01-02
157,Brothers Osborne,+1,59,46,58,6rqxivjFHp8K0yMiefG56g,https://embed.spotify.com/?uri=spotify:track:6rqxivjFHp8K0yMiefG56g,Stay A Little Longer,http://cache.vevo.com/assets/html/embed.html?video=USUV71500632&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-01-02
158,Justin Bieber,-8,51,19,59,048thBsGA2IfiubeNWC0v2,https://embed.spotify.com/?uri=spotify:track:048thBsGA2IfiubeNWC0v2,I'll Show You,http://cache.vevo.com/assets/html/embed.html?video=USUV71503305&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,7,2016-01-02
159,Charlie Puth,+15,75,12,60,2uEJanMvnA1dXgX1ASnPQm,https://embed.spotify.com/?uri=spotify:track:2uEJanMvnA1dXgX1ASnPQm,One Call Away,http://cache.vevo.com/assets/html/embed.html?video=USATV1500769&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-01-02
160,Luke Bryan Featuring Karen Fairchild,+6,67,38,61,2phomyGUWSjrHUXzbsYv17,https://embed.spotify.com/?uri=spotify:track:2phomyGUWSjrHUXzbsYv17,Home Alone Tonight,,4,2016-01-02
161,Selena Gomez,+15,77,7,62,7EZzirq5pGLjPALWr4lFeY,https://embed.spotify.com/?uri=spotify:track:7EZzirq5pGLjPALWr4lFeY,Hands To Myself,http://cache.vevo.com/assets/html/embed.html?video=USUV71503512&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-01-02
162,Blake Shelton,-9,54,54,63,57gS5wJqIH6sbtBIIiioNY,https://embed.spotify.com/?uri=spotify:track:57gS5wJqIH6sbtBIIiioNY,Gonna,,14,2016-01-02
163,Chris Brown,New,0,20,64,4vEWoLU4sXSjdIJGTKKbWB,https://embed.spotify.com/?uri=spotify:track:4vEWoLU4sXSjdIJGTKKbWB,Back To Sleep,http://cache.vevo.com/assets/html/embed.html?video=USRV81501082&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-01-02
164,Nelly Featuring Jeremih,-3,62,62,65,33QRsLBBdWDYgCZfWEZqR6,https://embed.spotify.com/?uri=spotify:track:33QRsLBBdWDYgCZfWEZqR6,The Fix,,12,2016-01-02
165,Jason Aldean,-1,65,54,66,71V8IUxhq9Sc6MtVFKHXQ7,https://embed.spotify.com/?uri=spotify:track:71V8IUxhq9Sc6MtVFKHXQ7,Gonna Know We Were Here,,10,2016-01-02
166,Gwen Stefani,-11,56,52,67,026yenUGRg687r3Muqkyhf,https://embed.spotify.com/?uri=spotify:track:026yenUGRg687r3Muqkyhf,Used To Love You,http://cache.vevo.com/assets/html/embed.html?video=USUV71503188&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-01-02
167,DLOW,-8,60,45,68,1NM1XuictEIvPuscutKMZV,https://embed.spotify.com/?uri=spotify:track:1NM1XuictEIvPuscutKMZV,Bet You Can't Do It Like Me,,6,2016-01-02
168,Cole Swindell,New,0,31,69,5jc9qLH1djdgTj0oVwhpk6,https://embed.spotify.com/?uri=spotify:track:5jc9qLH1djdgTj0oVwhpk6,You Should Be Here,http://cache.vevo.com/assets/html/embed.html?video=USWBV1501052&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-01-02
169,Drake & Future,-6,64,52,70,,,Big Rings,,13,2016-01-02
170,Jana Kramer,0,71,56,71,6VZCuvHwk3xmjwgKga0bNi,https://embed.spotify.com/?uri=spotify:track:6VZCuvHwk3xmjwgKga0bNi,I Got The Boy,http://cache.vevo.com/assets/html/embed.html?video=USWBV1500153&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-01-02
171,Jordan Smith,New,0,72,72,6GtMaEfcLyzwfglzSlqzyX,https://embed.spotify.com/?uri=spotify:track:6GtMaEfcLyzwfglzSlqzyX,Climb Every Mountain,,1,2016-01-02
172,LoCash,+1,74,56,73,1kneRrMfS08JwuqKwnX4fl,https://embed.spotify.com/?uri=spotify:track:1kneRrMfS08JwuqKwnX4fl,I Love This Life,http://cache.vevo.com/assets/html/embed.html?video=QMEU31592493&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-01-02
173,Drake,-8,66,21,74,4rujbg8RNFitwtkv1qEq4K,https://embed.spotify.com/?uri=spotify:track:4rujbg8RNFitwtkv1qEq4K,Back To Back,,20,2016-01-02
174,Rudimental Featuring Ed Sheeran,-17,58,48,75,3853uIOwh2L9F8TkDd1F49,https://embed.spotify.com/?uri=spotify:track:3853uIOwh2L9F8TkDd1F49,Lay It All On Me,,11,2016-01-02
175,Tim McGraw,-3,73,73,76,0tjtAeucl6tl3EjY0bMj3K,https://embed.spotify.com/?uri=spotify:track:0tjtAeucl6tl3EjY0bMj3K,Top Of The World,http://cache.vevo.com/assets/html/embed.html?video=USCJY1518519&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-01-02
176,Rachel Platten,-16,61,37,77,6rEzoN8rsbdfyHXAPgpNJG,https://embed.spotify.com/?uri=spotify:track:6rEzoN8rsbdfyHXAPgpNJG,Stand By You,http://cache.vevo.com/assets/html/embed.html?video=USSM21501800&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-01-02
177,Young Thug,-6,72,45,78,6kdJfvcllBFlaj7tHIkGuL,https://embed.spotify.com/?uri=spotify:track:6kdJfvcllBFlaj7tHIkGuL,Best Friend,http://cache.vevo.com/assets/html/embed.html?video=USATV1501741&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,4,2016-01-02
178,Fall Out Boy,+5,84,48,79,4urmOSZcGQVcGz3rpMzy3y,https://embed.spotify.com/?uri=spotify:track:4urmOSZcGQVcGz3rpMzy3y,Irresistible,http://cache.vevo.com/assets/html/embed.html?video=USUV71502956&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-01-02
179,Halsey,+2,82,60,80,2QEAkoaLiFWaCjNa40M7sg,https://embed.spotify.com/?uri=spotify:track:2QEAkoaLiFWaCjNa40M7sg,New Americana,http://cache.vevo.com/assets/html/embed.html?video=USUV71502670&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,12,2016-01-02
180,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,+6,87,71,81,6AoYWCzsDls6c61Zp5qTuU,https://embed.spotify.com/?uri=spotify:track:6AoYWCzsDls6c61Zp5qTuU,$ave Dat Money,,8,2016-01-02
181,Justin Bieber Featuring Halsey,-12,70,31,82,7vldwy3gdhmPRKWSCi8H61,https://embed.spotify.com/?uri=spotify:track:7vldwy3gdhmPRKWSCi8H61,The Feeling,,5,2016-01-02
182,Ty Dolla $ign Featuring Future & Rae Sremmurd,-2,81,63,83,3nW6HqoWdzpdz2oAzkHEoV,https://embed.spotify.com/?uri=spotify:track:3nW6HqoWdzpdz2oAzkHEoV,Blase,,14,2016-01-02
183,Rae Sremmurd,-5,79,56,84,5MGNXZUqLX8HCsAplTjzxw,https://embed.spotify.com/?uri=spotify:track:5MGNXZUqLX8HCsAplTjzxw,Come Get Her,http://cache.vevo.com/assets/html/embed.html?video=USUV71501680&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,14,2016-01-02
184,Dan + Shay,-16,69,51,85,4W38RXuQNuoTSwVsQA1OGC,https://embed.spotify.com/?uri=spotify:track:4W38RXuQNuoTSwVsQA1OGC,Nothin' Like You,http://cache.vevo.com/assets/html/embed.html?video=USWBV1500594&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,19,2016-01-02
185,Andy Grammer,New,0,62,86,12VPYOEM6y4uobCmEwAFK8,https://embed.spotify.com/?uri=spotify:track:12VPYOEM6y4uobCmEwAFK8,Good To Be Alive (Hallelujah),,1,2016-01-02
186,Kelsea Ballerini,-1,86,58,87,6FWrlXo99QRmPtOeUSWDjv,https://embed.spotify.com/?uri=spotify:track:6FWrlXo99QRmPtOeUSWDjv,Dibs,,7,2016-01-02
187,Luke Bryan,-8,80,30,88,5pYHLaaHFcON5uvJccnwOi,https://embed.spotify.com/?uri=spotify:track:5pYHLaaHFcON5uvJccnwOi,Strip It Down,http://cache.vevo.com/assets/html/embed.html?video=USUV71502021&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,20,2016-01-02
188,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",-13,76,12,89,0lLDaAdXcjOQ7Mf2NXzXay,https://embed.spotify.com/?uri=spotify:track:0lLDaAdXcjOQ7Mf2NXzXay,Downtown,,17,2016-01-02
189,Jordan Smith & Adam Levine,New,0,90,90,,,God Only Knows,,1,2016-01-02
190,Granger Smith,+2,93,49,91,7CsYx98MdSJGNIInlFga2I,https://embed.spotify.com/?uri=spotify:track:7CsYx98MdSJGNIInlFga2I,Backroad Song,,2,2016-01-02
191,Dawin,-3,89,68,92,1tYt8PbpbeTuqsNmprAZYY,https://embed.spotify.com/?uri=spotify:track:1tYt8PbpbeTuqsNmprAZYY,Dessert,http://cache.vevo.com/assets/html/embed.html?video=USUV71502564&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-01-02
192,Big Sean Featuring Chris Brown & Ty Dolla $ign,-1,92,84,93,3rsOs39rDAYxIOrDTHAgR9,https://embed.spotify.com/?uri=spotify:track:3rsOs39rDAYxIOrDTHAgR9,Play No Games,http://cache.vevo.com/assets/html/embed.html?video=USUV71500969&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,7,2016-01-02
193,Drake,-6,88,58,94,0MAubp6s6yJTTaVQtX0VVB,https://embed.spotify.com/?uri=spotify:track:0MAubp6s6yJTTaVQtX0VVB,Right Hand,,14,2016-01-02
